AlertId,Timestamp,SourceNodeId,SourceNodeType,AlertType,Severity,Description,OpticalPowerDbm,BitErrorRate,CPUUtilPct,PacketLossPct
ALT-20260206-002122,2026-02-05T00:52:03.050Z,AGG-BNE-CENTRAL-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.24% — transient microloop,-2.6,8.396e-12,43.9,0.24
ALT-20260206-001646,2026-02-05T00:52:04.163Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.7% — transient microloop,-3.3,7.992e-12,26.2,0.7
ALT-20260206-001702,2026-02-05T00:53:25.145Z,AGG-SYD-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.33% — transient microloop,-3.1,7.455e-12,28.5,0.33
ALT-20260206-002081,2026-02-05T01:01:47.709Z,LINK-SYD-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,9.889e-12,21.4,0.033
ALT-20260206-001955,2026-02-05T01:02:56.079Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,2.1e-12,34.1,0.048
ALT-20260206-000440,2026-02-05T01:03:48.026Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,7.291e-12,43.5,0.047
ALT-20260206-002173,2026-02-05T01:05:58.888Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,8.796e-12,37.7,0.007
ALT-20260206-001161,2026-02-05T01:10:21.642Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,6.201e-12,16.8,0.019
ALT-20260206-000195,2026-02-05T01:10:25.032Z,AGG-MEL-WEST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.76% — transient microloop,-3.0,2.273e-12,19.1,0.76
ALT-20260206-000434,2026-02-05T01:11:01.374Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,2.334e-12,21.6,0.026
ALT-20260206-001963,2026-02-05T01:13:29.170Z,LINK-MEL-AGG-WEST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.6,2.173e-12,27.3,0.001
ALT-20260206-000185,2026-02-05T01:15:24.661Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,8.319e-12,17.3,0.043
ALT-20260206-001603,2026-02-05T01:17:51.713Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,4.668e-12,40.1,0.004
ALT-20260206-001097,2026-02-05T01:17:56.322Z,LINK-SYD-MEL-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.2% — transient microloop,-3.2,3.436e-12,26.1,0.2
ALT-20260206-000658,2026-02-05T01:20:55.334Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,4.31e-13,43.1,0.026
ALT-20260206-000790,2026-02-05T01:22:11.195Z,CORE-MEL-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.47% — transient microloop,-3.5,4.546e-12,42.2,0.47
ALT-20260206-001999,2026-02-05T01:24:16.012Z,AGG-SYD-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 57.5% — routine process spike,-2.7,9.942e-12,57.5,0.004
ALT-20260206-001444,2026-02-05T01:24:39.038Z,LINK-SYD-AGG-NORTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,3.548e-12,29.0,0.048
ALT-20260206-000805,2026-02-05T01:24:40.858Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 71.6% — routine process spike,-3.5,9.86e-13,71.6,0.022
ALT-20260206-000948,2026-02-05T01:25:08.163Z,LINK-BNE-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,8.06e-12,37.3,0.047
ALT-20260206-000636,2026-02-05T01:25:22.104Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,6.058e-12,26.9,0.044
ALT-20260206-001912,2026-02-05T01:27:19.669Z,AGG-BNE-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.29% — transient microloop,-2.8,4.539e-12,19.9,0.29
ALT-20260206-000515,2026-02-05T01:27:49.002Z,LINK-SYD-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,7.439e-12,36.7,0.011
ALT-20260206-000908,2026-02-05T01:27:57.228Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,4.963e-12,25.8,0.014
ALT-20260206-000225,2026-02-05T01:28:17.666Z,AGG-BNE-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 74.2% — routine process spike,-3.5,1.869e-12,74.2,0.046
ALT-20260206-001803,2026-02-05T01:28:31.882Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 69.2% — routine process spike,-3.1,1.206e-12,69.2,0.031
ALT-20260206-001331,2026-02-05T01:28:34.574Z,GNB-MEL-3011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.35% — transient microloop,-3.4,6.75e-12,24.9,0.35
ALT-20260206-002457,2026-02-05T01:29:50.249Z,GNB-MEL-3012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.32% — transient microloop,-2.8,9.86e-13,15.1,0.32
ALT-20260206-002077,2026-02-05T01:30:51.993Z,LINK-SYD-MEL-FIBRE-02,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.41% — transient microloop,-3.2,6.524e-12,16.2,0.41
ALT-20260206-001192,2026-02-05T01:31:00.594Z,AGG-BNE-CENTRAL-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.57% — transient microloop,-3.1,5.82e-13,25.7,0.57
ALT-20260206-000621,2026-02-05T01:31:38.121Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,9.844e-12,42.5,0.014
ALT-20260206-000705,2026-02-05T01:31:45.713Z,LINK-SYD-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,1.997e-12,44.0,0.028
ALT-20260206-000742,2026-02-05T01:35:06.386Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.8% — transient microloop,-3.1,1.306e-12,31.9,0.8
ALT-20260206-002579,2026-02-05T01:35:54.257Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,5.68e-13,32.0,0.011
ALT-20260206-001589,2026-02-05T01:36:40.323Z,CORE-BNE-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 74.1% — routine process spike,-2.6,8.338e-12,74.1,0.042
ALT-20260206-000713,2026-02-05T01:38:22.213Z,LINK-SYD-MEL-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.6,1.193e-12,24.5,0.044
ALT-20260206-002238,2026-02-05T01:39:12.689Z,GNB-MEL-3021,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,9.765e-12,26.3,0.01
ALT-20260206-001396,2026-02-05T01:39:18.005Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,8.029e-12,30.0,0.05
ALT-20260206-001690,2026-02-05T01:42:46.929Z,LINK-MEL-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.24% — transient microloop,-3.4,8.43e-13,20.9,0.24
ALT-20260206-001550,2026-02-05T01:42:56.183Z,AGG-SYD-NORTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.59% — transient microloop,-2.8,7.739e-12,29.5,0.59
ALT-20260206-001312,2026-02-05T01:44:15.828Z,GNB-MEL-3012,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,4.145e-12,38.8,0.017
ALT-20260206-000962,2026-02-05T01:44:32.026Z,GNB-BNE-4011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.19% — transient microloop,-3.3,5.934e-12,24.8,0.19
ALT-20260206-001977,2026-02-05T01:44:57.304Z,AGG-BNE-CENTRAL-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.66% — transient microloop,-3.3,4.753e-12,29.4,0.66
ALT-20260206-001275,2026-02-05T01:45:57.877Z,CORE-MEL-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 55.8% — routine process spike,-3.4,7.45e-12,55.8,0.024
ALT-20260206-002816,2026-02-05T01:46:09.570Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,2.379e-12,39.9,0.016
ALT-20260206-001820,2026-02-05T01:47:30.293Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,6.267e-12,27.1,0.019
ALT-20260206-001057,2026-02-05T01:47:52.591Z,LINK-SYD-MEL-FIBRE-02,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.44% — transient microloop,-2.6,3.406e-12,20.4,0.44
ALT-20260206-001819,2026-02-05T01:48:16.282Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.5% — transient microloop,-3.0,3.948e-12,31.4,0.5
ALT-20260206-000519,2026-02-05T01:48:31.975Z,GNB-SYD-2042,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,2.235e-12,34.3,0.02
ALT-20260206-000652,2026-02-05T01:48:33.901Z,AGG-SYD-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 74.4% — routine process spike,-3.5,9.724e-12,74.4,0.006
ALT-20260206-001993,2026-02-05T01:50:10.831Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,1.742e-12,36.7,0.044
ALT-20260206-002762,2026-02-05T01:50:27.626Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,6.689e-12,20.1,0.042
ALT-20260206-002873,2026-02-05T01:51:49.779Z,LINK-SYD-MEL-FIBRE-02,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.9,2.841e-12,41.7,0.014
ALT-20260206-002156,2026-02-05T01:52:26.854Z,AGG-MEL-EAST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,8.474e-12,15.9,0.038
ALT-20260206-001761,2026-02-05T01:52:42.182Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,2.521e-12,31.7,0.016
ALT-20260206-002094,2026-02-05T01:53:39.069Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,3.73e-13,20.6,0.029
ALT-20260206-001786,2026-02-05T01:55:25.135Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 66.6% — routine process spike,-2.6,7.005e-12,66.6,0.038
ALT-20260206-000376,2026-02-05T01:55:45.613Z,GNB-SYD-2041,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,1.315e-12,40.6,0.039
ALT-20260206-001743,2026-02-05T01:55:47.810Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,6.688e-12,17.9,0.025
ALT-20260206-000112,2026-02-05T01:57:05.027Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,8.251e-12,15.0,0.043
ALT-20260206-000984,2026-02-05T01:57:56.439Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 64.2% — routine process spike,-2.8,4.804e-12,64.2,0.013
ALT-20260206-002612,2026-02-05T01:59:18.166Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 59.4% — routine process spike,-3.1,4.019e-12,59.4,0.039
ALT-20260206-001465,2026-02-05T01:59:41.048Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,8.301e-12,17.0,0.001
ALT-20260206-000019,2026-02-05T01:59:56.488Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 73.6% — routine process spike,-2.6,8.318e-12,73.6,0.003
ALT-20260206-000828,2026-02-05T02:00:11.818Z,LINK-SYD-AGG-NORTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,3.223e-12,43.9,0.011
ALT-20260206-000010,2026-02-05T02:00:21.106Z,LINK-MEL-AGG-WEST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.26% — transient microloop,-3.5,3.161e-12,23.0,0.26
ALT-20260206-000768,2026-02-05T02:01:54.069Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,1.138e-12,29.4,0.042
ALT-20260206-000088,2026-02-05T02:02:43.253Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,2.591e-12,23.4,0.03
ALT-20260206-002886,2026-02-05T02:03:00.381Z,LINK-BNE-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.6,7.542e-12,24.4,0.036
ALT-20260206-002117,2026-02-05T02:03:02.190Z,GNB-MEL-3012,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,6.806e-12,28.3,0.01
ALT-20260206-000480,2026-02-05T02:03:07.138Z,AGG-BNE-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.56% — transient microloop,-2.5,6.518e-12,20.7,0.56
ALT-20260206-000642,2026-02-05T02:03:19.623Z,GNB-BNE-4011,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.5,5.41e-12,23.2,0.022
ALT-20260206-002305,2026-02-05T02:04:04.889Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.46% — transient microloop,-2.7,6.701e-12,28.6,0.46
ALT-20260206-001707,2026-02-05T02:04:14.373Z,GNB-BNE-4011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.52% — transient microloop,-2.5,9.468e-12,38.4,0.52
ALT-20260206-001196,2026-02-05T02:04:22.567Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,4.008e-12,33.4,0.004
ALT-20260206-001901,2026-02-05T02:06:33.827Z,AGG-BNE-CENTRAL-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.54% — transient microloop,-2.6,4.767e-12,23.4,0.54
ALT-20260206-002757,2026-02-05T02:06:44.899Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 65.7% — routine process spike,-3.2,4.896e-12,65.7,0.007
ALT-20260206-000139,2026-02-05T02:08:14.594Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,7.867e-12,41.3,0.018
ALT-20260206-000395,2026-02-05T02:08:20.652Z,LINK-SYD-MEL-FIBRE-02,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.7,6.502e-12,34.3,0.016
ALT-20260206-001926,2026-02-05T02:09:20.467Z,AGG-BNE-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.18% — transient microloop,-3.2,2.98e-13,33.1,0.18
ALT-20260206-002128,2026-02-05T02:10:22.383Z,LINK-SYD-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,3.42e-12,29.4,0.009
ALT-20260206-002799,2026-02-05T02:11:33.045Z,AGG-SYD-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.25% — transient microloop,-3.0,4.011e-12,42.2,0.25
ALT-20260206-002101,2026-02-05T02:11:35.681Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.71% — transient microloop,-2.6,6.033e-12,40.5,0.71
ALT-20260206-001040,2026-02-05T02:11:53.778Z,LINK-SYD-MEL-FIBRE-02,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.68% — transient microloop,-3.1,9.89e-13,36.3,0.68
ALT-20260206-001094,2026-02-05T02:13:01.157Z,AGG-MEL-WEST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 57.1% — routine process spike,-2.9,6.85e-13,57.1,0.01
ALT-20260206-000126,2026-02-05T02:14:13.436Z,LINK-SYD-AGG-NORTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,3.173e-12,36.6,0.038
ALT-20260206-001101,2026-02-05T02:14:23.826Z,AGG-SYD-NORTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.71% — transient microloop,-2.6,4.964e-12,42.6,0.71
ALT-20260206-002914,2026-02-05T02:14:31.153Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,7.8e-13,43.7,0.017
ALT-20260206-002626,2026-02-05T02:15:02.037Z,AGG-MEL-WEST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 74.1% — routine process spike,-2.8,7.859e-12,74.1,0.009
ALT-20260206-001405,2026-02-05T02:16:41.792Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,1.712e-12,19.1,0.023
ALT-20260206-002459,2026-02-05T02:17:00.255Z,LINK-MEL-AGG-EAST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,8.343e-12,24.9,0.045
ALT-20260206-000278,2026-02-05T02:17:39.381Z,LINK-SYD-MEL-FIBRE-02,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.9,2.623e-12,25.8,0.012
ALT-20260206-000164,2026-02-05T02:17:43.400Z,AGG-SYD-NORTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.35% — transient microloop,-2.8,7.505e-12,41.0,0.35
ALT-20260206-001555,2026-02-05T02:17:50.822Z,LINK-SYD-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.5,7.225e-12,39.1,0.005
ALT-20260206-000056,2026-02-05T02:19:31.075Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.69% — transient microloop,-2.8,3.01e-12,24.3,0.69
ALT-20260206-002638,2026-02-05T02:20:11.409Z,AGG-BNE-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.62% — transient microloop,-3.2,2.581e-12,17.2,0.62
ALT-20260206-001802,2026-02-05T02:20:35.830Z,LINK-SYD-MEL-FIBRE-02,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.6,1.451e-12,31.2,0.034
ALT-20260206-002499,2026-02-05T02:21:37.063Z,CORE-MEL-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.67% — transient microloop,-2.6,7.05e-12,26.8,0.67
ALT-20260206-002438,2026-02-05T02:22:11.219Z,AGG-BNE-CENTRAL-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.11% — transient microloop,-2.6,8.634e-12,38.6,0.11
ALT-20260206-000550,2026-02-05T02:22:19.470Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,6.187e-12,29.2,0.028
ALT-20260206-000487,2026-02-05T02:23:08.172Z,AGG-BNE-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,8.514e-12,29.1,0.043
ALT-20260206-000791,2026-02-05T02:23:46.428Z,GNB-SYD-2043,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.2,3.63e-13,42.7,0.037
ALT-20260206-002154,2026-02-05T02:25:35.622Z,AGG-SYD-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 55.9% — routine process spike,-3.0,8.381e-12,55.9,0.04
ALT-20260206-002292,2026-02-05T02:26:18.167Z,AGG-SYD-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 72.6% — routine process spike,-3.5,8.018e-12,72.6,0.011
ALT-20260206-000213,2026-02-05T02:27:01.666Z,CORE-MEL-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.48% — transient microloop,-2.7,1.759e-12,38.4,0.48
ALT-20260206-002758,2026-02-05T02:28:38.511Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,7.018e-12,40.9,0.03
ALT-20260206-002279,2026-02-05T02:30:34.765Z,AGG-BNE-CENTRAL-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.66% — transient microloop,-3.4,3.649e-12,26.8,0.66
ALT-20260206-000838,2026-02-05T02:32:46.818Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,7.407e-12,42.7,0.009
ALT-20260206-000061,2026-02-05T02:35:40.485Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.57% — transient microloop,-3.3,1.999e-12,15.7,0.57
ALT-20260206-001541,2026-02-05T02:36:09.424Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.61% — transient microloop,-2.8,7.5e-13,35.6,0.61
ALT-20260206-002500,2026-02-05T02:36:53.418Z,CORE-BNE-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.77% — transient microloop,-3.3,5.65e-12,36.9,0.77
ALT-20260206-000197,2026-02-05T02:40:46.788Z,LINK-MEL-AGG-WEST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,3.773e-12,19.9,0.042
ALT-20260206-001636,2026-02-05T02:41:55.063Z,LINK-SYD-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.2,5.154e-12,33.4,0.044
ALT-20260206-002332,2026-02-05T02:42:33.444Z,LINK-SYD-MEL-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.56% — transient microloop,-3.0,8.77e-12,39.3,0.56
ALT-20260206-001895,2026-02-05T02:42:33.839Z,CORE-SYD-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.37% — transient microloop,-3.2,9.552e-12,31.5,0.37
ALT-20260206-002495,2026-02-05T02:42:49.365Z,AGG-SYD-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.47% — transient microloop,-3.1,2.737e-12,31.4,0.47
ALT-20260206-001503,2026-02-05T02:43:16.037Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,3.623e-12,34.8,0.039
ALT-20260206-000190,2026-02-05T02:45:58.271Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.65% — transient microloop,-2.9,6.68e-13,17.8,0.65
ALT-20260206-000914,2026-02-05T02:46:49.674Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,8.383e-12,36.8,0.014
ALT-20260206-000141,2026-02-05T02:47:05.922Z,AGG-SYD-NORTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.77% — transient microloop,-3.4,9.665e-12,40.8,0.77
ALT-20260206-002566,2026-02-05T02:47:29.286Z,AGG-BNE-CENTRAL-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 69.4% — routine process spike,-2.5,2.825e-12,69.4,0.048
ALT-20260206-000161,2026-02-05T02:47:47.970Z,GNB-MEL-3021,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,9.6e-13,27.8,0.033
ALT-20260206-001674,2026-02-05T02:50:43.460Z,AGG-BNE-CENTRAL-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.25% — transient microloop,-3.4,6.424e-12,17.2,0.25
ALT-20260206-000016,2026-02-05T02:51:49.701Z,GNB-SYD-2041,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.3,4.2e-14,36.7,0.036
ALT-20260206-000004,2026-02-05T02:52:04.285Z,AGG-SYD-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 74.1% — routine process spike,-3.2,9.37e-13,74.1,0.042
ALT-20260206-001024,2026-02-05T02:55:32.142Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,3.731e-12,37.6,0.018
ALT-20260206-001071,2026-02-05T02:56:32.336Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.33% — transient microloop,-2.6,1.346e-12,42.7,0.33
ALT-20260206-002789,2026-02-05T02:56:49.673Z,GNB-MEL-3012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.18% — transient microloop,-3.4,2.465e-12,44.6,0.18
ALT-20260206-000617,2026-02-05T02:57:42.895Z,LINK-SYD-MEL-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.43% — transient microloop,-3.1,8.944e-12,23.1,0.43
ALT-20260206-002009,2026-02-05T02:58:40.392Z,CORE-SYD-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.46% — transient microloop,-3.1,4.427e-12,21.2,0.46
ALT-20260206-001948,2026-02-05T03:02:26.803Z,LINK-MEL-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.52% — transient microloop,-3.0,8.322e-12,19.8,0.52
